freq,statinfo,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,MED_EI,EUR,ED3_4,T,Y_GE65,LV	: 	: 	1707 	1888 	2493 	3053 	3636 	3897 	3874 	3844 	3894 	4044 	4209 	4408 	4451 	4625 	5032 	5830 	5957 	6893 	7298 	8191 	8809 
A,MED_EI,EUR,ED3_4,T,Y_GE65,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4039 	3809 	3873 	3813 	4087 	4878 	4695 	4739 	4320 	5066 	6098 	: 	: 
A,MED_EI,EUR,ED3_4,T,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2342 	2626 	2767 	2975 	3121 	3125 	3278 	3375 	3736 	3873 b	3948 	4343 	4808 	: 
A,MED_EI,EUR,ED3_4,T,Y_GE65,MT	: 	: 	9377 	8452 	8452 	8352 	9735 	9790 	10237 	11606 	14207 	14111 	14779 	14282 	14419 	14319 	14169 	15783 	16129 	15772 	16005 	17886 	18379 
A,MED_EI,EUR,ED3_4,T,Y_GE65,NL	: 	: 	17263 	16803 	17377 	18785 	18510 	19080 	19142 	19714 	20366 	19807 	20189 	19825 b	20047 	20776 	20947 	22016 	22541 	23270 	24186 	26755 	28121 
A,MED_EI,EUR,ED3_4,T,Y_GE65,NO	22613 	22147 	21411 	23174 	24875 	27619 	30360 	29308 	32907 	36380 	40317 	40486 	39012 	37126 	35282 	36438 	35779 	35824 	32549 b	35301 	37581 b	36939 	37792 
A,MED_EI,EUR,ED3_4,T,Y_GE65,PL	: 	: 	3159 	3789 	4109 	4460 	5296 	4609 	5279 	5339 	5585 	5707 	5859 	6056 	5903 	6245 	6553 	7072 	7340 	8043 	8703 	10628 	12683 
A,MED_EI,EUR,ED3_4,T,Y_GE65,PT	: 	11573 	14771 	15571 	16063 	15593 	18652 	17573 	16055 	15497 	15807 	16019 	15333 	17023 	17096 	16633 	18134 	17354 	15705 	16761 	16713 	17553 	19831 
A,MED_EI,EUR,ED3_4,T,Y_GE65,RO	: 	: 	: 	: 	1885 	2387 	2862 	2776 	2915 	2919 	2798 	2949 	2982 	3231 	3318 	3728 	4068 	4408 	4892 	6295 	6830 	7595 	8297 
A,MED_EI,EUR,ED3_4,T,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2974 	3041 	3001 	2982 	3119 	3165 	3463 	3715 	3970 	4163 	4678 	5661 	6869 
A,MED_EI,EUR,ED3_4,T,Y_GE65,SE	: 	15380 	15638 	17422 	17802 	17080 b	17507 	16303 	18180 	19775 	22005 	23466 	21977 	21226 	22467 	22704 	22273 	21548 	22999 	23455 	24038 	24625 	25744 
A,MED_EI,EUR,ED3_4,T,Y_GE65,SI	: 	: 	8994 	9098 	9296 	9851 	10897 	10783 	10981 	11015 	10743 	11017 	11315 	11142 	11401 	11390 	11865 	12445 	12940 	13362 	14658 	15436 	15845 
A,MED_EI,EUR,ED3_4,T,Y_GE65,SK	: 	: 	2623 	3007 	3406 	4029 	4820 	5350 	5605 	5866 	6173 	6385 	6567 	6564 	6587 	6985 	7135 	7680 	7995 	8456 	9211 	10540 	12462 
A,MED_EI,EUR,ED3_4,T,Y_GE65,TR	: 	: 	: 	5629 	5643 	5706 	5806 	5208 	6853 	6074 	6475 	6329 	6076 	6677 	7284 	6549 	5526 	5993 	5145 	4514 	4203 	5199 	7421 
A,MED_EI,EUR,ED3_4,T,Y_GE65,UK	: 	: 	15996 	17139 	18228 	16224 	14317 	14880 	15101 	18510 b	17608 	20132 	20629 	21115 	19108 b	20453 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED3_4,T,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2549 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3185 	3358 	3768 	4109 	4179 	4787 	5695 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,AT	20771 	22000 	22507 	22463 	23199 	25072 b	26517 	26424 	28087 	27072 	27500 	28176 	28188 	29145 	30774 	30317 	30144 	31326 	31799 	32328 	36714 	38673 	41180 
A,MED_EI,EUR,ED5-8,F,Y18-64,BE	20400 	20745 	21447 	22313 	22714 	23661 	24837 	25625 	25660 	25921 	27877 	28276 	27975 	29258 	29074 	30058 	30696 b	32063 	32132 	33538 	35002 	37371 	38191 
A,MED_EI,EUR,ED5-8,F,Y18-64,BG	: 	: 	: 	2007 	2141 	3231 	4275 	4515 	4491 	4119 	4513 	4966 	5227 	4996 b	5812 	5675 	6779 	7307 	7845 	8925 	10344 	12017 	13331 
A,MED_EI,EUR,ED5-8,F,Y18-64,CH	: 	: 	: 	: 	36210 	35462 	38435 	40686 	44671 	50056 	51832 	49026 b	49768 	57484 	55886 	52142 	48236 	53791 	56739 	56795 	61652 	64611 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,CY	: 	: 	19021 	19782 	21197 	22436 b	22771 	22627 	22899 	22654 	21193 	19596 	18366 	18508 	18488 	18996 	20585 	20829 	21259 	22514 	23501 	25059 	26557 
A,MED_EI,EUR,ED5-8,F,Y18-64,CZ	: 	: 	5964 	6766 	7693 	8455 	10099 	9949 	10442 	10599 	10233 	10015 	9801 	10448 	10944 	11783 	13184 	14215 	13714 	15886 	17644 	18966 	18654 
A,MED_EI,EUR,ED5-8,F,Y18-64,DE	: 	: 	19671 	20530 	21563 	22515 	23851 	23922 	24217 	24294 	23978 	24972 	25725 	26025 	26312 	27585 	28279 	33821 b	33269 	33538 	34762 	36253 	37959 
A,MED_EI,EUR,ED5-8,F,Y18-64,DK	25086 	25818 	26943 	27289 	28835 	29211 	30659 	31168 	33067 b	33072 	33215 	33391 	33781 	34006 	34757 	35335 	36384 	35827 	37321 	38023 	39194 	40319 	42336 
A,MED_EI,EUR,ED5-8,F,Y18-64,EA	: 	: 	: 	: 	: 	22625 e	23279 e	23346 e	23008 e	23005 e	22772 e	22713 e	22884 e	23418 e	23816 e	24339 e	24681 	26489 b	26595 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,EA18	: 	: 	19256 	19861 	20375 	22178 	23052 	23111 	22875 	22874 	22650 	22713 	23058 	23590 	23988 	24509 	24834 	26651 b	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,EA19	: 	: 	19031 	19634 	20135 	21949 	22839 	22866 	22658 	22663 	22443 	22529 	22884 	23418 	23816 	24339 	24681 	26489 b	26595 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22586 	22758 	23284 	23686 	24211 	24555 	26349 	26529 	27254 	28869 	30386 	32033 
A,MED_EI,EUR,ED5-8,F,Y18-64,EA21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31736 
A,MED_EI,EUR,ED5-8,F,Y18-64,EE	: 	3617 	4106 	4849 	5923 	7592 	8605 	8085 	7738 	8505 	9023 	10216 b	10924 	11926 	12684 	14266 	15058 	16056 	16389 	19247 	19726 	21012 	22338 
A,MED_EI,EUR,ED5-8,F,Y18-64,EL	13615 	14715 	15030 	15900 	16206 	16733 	17500 	18333 	15833 	12605 	11418 	11060 	10343 	10278 	10275 	10636 	11107 	11727 	11700 	12324 	13114 	14089 	15166 
A,MED_EI,EUR,ED5-8,F,Y18-64,ES	: 	14846 	15765 	16501 	16820 	20319 b	22004 	21451 	20538 	20361 	19050 	18769 	18924 	19185 	20107 	20458 	20477 	20951 	20886 	21783 	23392 	24634 	25767 
A,MED_EI,EUR,ED5-8,F,Y18-64,EU	: 	: 	: 	: 	: 	20671 e	20833 e	20715 e	20702 e	21229 e	21030 e	21544 e	21817 e	22337 e	21800 e	22765 e	23123 e	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,EU27_2007	: 	: 	18103 e	18890 e	19545 	20671 	20833 	20781 	20771 	21297 	21107 	21619 	21894 	22418 	21882 	22844 	23200 e	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	20144 e	20080 e	20178 e	20045 e	20166 e	20533 e	21030 e	21430 e	22068 e	22476 	23976 	24265 	25175 	26727 	28173 	29940 
A,MED_EI,EUR,ED5-8,F,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	20715 	20702 	21229 	21030 	21544 	21817 	22337 	21800 	22765 	23123 e	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,FI	: 	21072 	22052 	22727 	23702 	25271 	26213 	26800 	27663 	28326 	29154 	29519 	29913 	29498 	29635 	30484 	31369 	32066 	31389 	32596 	33774 	35329 	36789 
A,MED_EI,EUR,ED5-8,F,Y18-64,FR	: 	20282 	20869 	21136 	20905 	23973 	24669 	25046 	25135 b	25725 	25936 	25620 	26041 	26392 	26443 	26636 	26522 	28148 b	28378 	29030 b	30516 	31557 	33088 
A,MED_EI,EUR,ED5-8,F,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	9129 	8769 	8520 	8009 	7975 	8594 	8800 	9097 	9663 	10528 	10987 	11798 	12373 	13796 b	16486 b	20447 
A,MED_EI,EUR,ED5-8,F,Y18-64,HU	: 	: 	5043 	5852 	5615 	6020 	6604 	5912 	6532 	6428 	6237 	6341 	6530 	6830 	7063 	7046 	7273 b	7909 	8169 	8899 	8471 	10284 	11166 
A,MED_EI,EUR,ED5-8,F,Y18-64,IE	24033 	26715 	27648 	28927 	33121 	33183 	31398 	28269 	27811 	26416 	26431 	26404 	28426 	29432 	29992 	29626 	31211 b	32835 b	35221 	35672 	36554 	39470 	42035 
A,MED_EI,EUR,ED5-8,F,Y18-64,IS	: 	26938 	28728 	34570 	34065 	38288 	26172 	20860 	21511 	22309 	23601 	24934 	27162 	31839 	35978 	43529 	39657 	38315 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,IT	: 	20376 	21686 	22100 	22630 	22652 	22667 	23077 	22038 	22402 	21783 	21510 	21574 	22073 	22207 	22609 	22647 	23704 	23580 	23916 	26355 	26944 	28532 
A,MED_EI,EUR,ED5-8,F,Y18-64,LT	: 	: 	3537 	4005 	4958 	6044 	7280 	5980 	5676 	6576 	6791 	7376 	8068 	8658 	9029 	9860 	11052 	12132 	13100 	14208 	15453 	17392 p	19322 p
A,MED_EI,EUR,ED5-8,F,Y18-64,LU	39159 	38662 	40240 	42022 	43167 	44203 	44624 	47285 	46840 	47058 	48208 	47506 	47456 	41415 b	44513 	43370 	44081 	47797 b	51106 b	54143 b	60083 	61037 	62290 b
A,MED_EI,EUR,ED5-8,F,Y18-64,LV	: 	: 	3265 	4162 	5122 	7483 	8499 	7281 	6430 	6708 	7068 	7915 	8542 	9344 	9711 	10667 	11830 	12193 	12810 	14041 	15009 	17040 	18524 
A,MED_EI,EUR,ED5-8,F,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5353 	5123 	5143 	5138 	5587 	5573 	5608 	5801 	5896 	6429 	7818 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	3429 	3522 	3148 	3329 	3450 	3656 	3786 	4084 	4311 	4592 b	4860 	5728 	6908 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,MT	: 	: 	14659 	14968 	14930 	16358 	16890 	17238 	17965 	18200 	18727 	19334 	20392 	20538 	21893 	21809 	23083 	24880 	26053 	28028 	27362 	29108 	30131 
A,MED_EI,EUR,ED5-8,F,Y18-64,NL	: 	: 	21492 	22348 	23049 	24544 	25761 	25527 	25969 	25290 	25659 	26087 	26523 	28559 b	29802 	29814 	30240 	31333 	32980 	34563 	35262 	38731 	41889 
A,MED_EI,EUR,ED5-8,F,Y18-64,NO	31982 	31020 	30237 	33296 	33935 	37726 	39635 	37842 	41848 	44867 	48744 	48516 	46519 	45075 	43935 	44965 	44587 	45301 	40443 b	43675 	46419 b	43981 	46513 
A,MED_EI,EUR,ED5-8,F,Y18-64,PL	: 	: 	4215 	5208 	5723 	6427 	7944 	6778 	7430 	7493 	7422 	7767 	7763 	8165 	8186 	8708 	9561 	10466 	10740 	11512 	12637 	14655 	17757 
A,MED_EI,EUR,ED5-8,F,Y18-64,PT	: 	15868 	17820 	16759 	17238 	16669 	16475 	16065 	16020 	14292 	14334 	13881 	13550 	14299 	13928 	14082 	14713 	15016 	15735 	15210 	16590 	17182 	19873 
A,MED_EI,EUR,ED5-8,F,Y18-64,RO	: 	: 	: 	: 	3659 	4518 	4404 	4151 	3763 	3955 	3847 	4017 	4154 	4344 	4838 	6519 	7372 	7883 	9024 	9393 	10732 	12115 	13199 
A,MED_EI,EUR,ED5-8,F,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4147 	3970 	3810 	3762 	3806 	3916 	4839 	5142 	5689 	6176 	6902 	8310 	10965 
A,MED_EI,EUR,ED5-8,F,Y18-64,SE	: 	20795 	20347 	20915 	22183 	24608 b	24344 	22224 	24722 	27872 	30052 	31097 	30603 	29469 	29892 	30605 	29909 	29836 	31237 	32713 	33045 	32800 	34215 
A,MED_EI,EUR,ED5-8,F,Y18-64,SI	: 	: 	13598 	13966 	14170 	15317 	16199 	16219 	16202 	16219 	15394 	15332 	15392 	15350 	15810 	16351 	17415 	17890 	18384 	19991 	21386 	23909 	25590 
A,MED_EI,EUR,ED5-8,F,Y18-64,SK	: 	: 	3642 	4256 	5065 	6116 	7346 	7998 	8133 	8870 	8505 	8386 	8298 	8264 	8414 	9059 	9789 	10317 	9953 	10182 	10435 	11587 	15671 
A,MED_EI,EUR,ED5-8,F,Y18-64,TR	: 	: 	: 	7336 	7747 	8133 	8642 	7813 	9418 	8709 	8757 	8839 	8052 	8539 	8261 	6968 	5825 	5822 	5097 	5066 	5304 	7449 	10922 
A,MED_EI,EUR,ED5-8,F,Y18-64,UK	: 	: 	24772 	28588 	29872 	26157 	22839 	23622 	23663 	26318 b	25874 	28216 	28309 	28441 	26511 b	27273 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3435 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3104 	3299 	3757 	4078 	4162 	4727 	5597 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,AT	21313 	22193 	22580 	22540 	23474 	25050 b	25933 	26680 	28105 	27201 	27727 	28157 	28326 	29108 	30950 	30316 	30381 	31640 	32201 	32644 	36714 	38689 	41299 
A,MED_EI,EUR,ED5-8,F,Y_GE18,BE	20117 	20193 	21149 	21952 	22187 	23296 	24614 	25278 	25093 	25573 	27397 	27830 	27580 	28463 	28489 	29680 	30040 b	31226 	31262 	32811 	34026 	36188 	37300 
A,MED_EI,EUR,ED5-8,F,Y_GE18,BG	: 	: 	: 	1920 	2037 	3000 	3940 	4317 	4311 	3966 	4282 	4712 	4802 	4638 b	5388 	5250 	6045 	6598 	7154 	7939 	9340 	11069 	12014 
A,MED_EI,EUR,ED5-8,F,Y_GE18,CH	: 	: 	: 	: 	35763 	34725 	37409 	39924 	44131 	49326 	50965 	48536 b	48908 	56468 	54256 	51588 	47477 	52898 	54952 	54961 	59562 	61793 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,CY	: 	: 	19021 	19782 	21193 	22436 b	22623 	22826 	23031 	22821 	21269 	19664 	18475 	18651 	18914 	19250 	20708 	21110 	21444 	22689 	23722 	25182 	26777 
A,MED_EI,EUR,ED5-8,F,Y_GE18,CZ	: 	: 	5847 	6608 	7520 	8249 	9653 	9587 	10103 	10099 	9974 	9728 	9350 	10051 	10515 	11300 	12594 	13732 	13203 	15267 	17176 	18433 	18199 
A,MED_EI,EUR,ED5-8,F,Y_GE18,DE	: 	: 	19129 	19617 	20729 	21434 	22744 	22817 	23134 	23644 	23081 	23988 	24901 	24925 	25401 	26663 	27218 	32964 b	32390 	32582 	33622 	35226 	36744 
A,MED_EI,EUR,ED5-8,F,Y_GE18,DK	24923 	25277 	26735 	26895 	28389 	29012 	30486 	30822 	32538 b	32310 	32661 	32494 	33283 	33122 	34130 	34188 	35235 	34740 	35867 	36659 	37728 	38668 	40717 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EA	: 	: 	: 	: 	: 	22481 e	23209 e	23279 e	22984 e	23098 e	22809 e	22828 e	23099 e	23532 e	23969 e	24428 e	24797 	26604 b	26685 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EA18	: 	: 	19201 	19739 	20220 	22010 	22952 	23016 	22837 	22954 	22675 	22828 	23287 	23720 	24160 	24614 	24969 	26786 b	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EA19	: 	: 	18975 	19514 	19982 	21773 	22730 	22765 	22607 	22731 	22459 	22632 	23099 	23532 	23969 	24428 	24797 	26604 b	26685 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22696 	22970 	23392 	23832 	24290 	24655 	26452 	26613 	27208 	28810 	30412 	31996 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EA21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31634 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EE	: 	3370 	3845 	4480 	5393 	6919 	7907 	7488 	7238 	7794 	7869 	8946 b	9887 	10788 	11597 	12657 	13764 	14456 	14810 	16613 	17464 	18488 	20169 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EL	13667 	14764 	15213 	15920 	16355 	16896 	17567 	18425 	15914 	12990 	11725 	11305 	10590 	10530 	10500 	10832 	11380 	12035 	11977 	12528 	13420 	14380 	15425 
A,MED_EI,EUR,ED5-8,F,Y_GE18,ES	: 	14850 	15743 	16519 	16783 	20416 b	22095 	21651 	20714 	20553 	19197 	19134 	19252 	19654 	20581 	20972 	20825 	21358 	21455 	22149 	23931 	25281 	26398 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EU	: 	: 	: 	: 	: 	20392 e	20607 e	20491 e	20574 e	21188 e	20942 e	21538 e	21890 e	22316 e	21857 e	22711 e	23059 e	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EU27_2007	: 	: 	17986 e	18678 e	19369 	20392 	20607 	20560 	20645 	21260 	21022 	21615 	21968 	22399 	21943 	22795 	23143 e	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	20003 e	20041 e	20201 e	20034 e	20214 e	20646 e	21071 e	21517 e	22069 e	22471 	23953 	24221 	25028 	26572 	28089 	29749 
A,MED_EI,EUR,ED5-8,F,Y_GE18,EU28	: 	: 	: 	: 	: 	: 	: 	20491 	20574 	21188 	20942 	21538 	21890 	22316 	21857 	22711 	23059 e	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,FI	: 	20852 	21800 	22549 	23491 	24873 	25980 	26584 	27206 	27938 	28554 	29009 	29488 	29152 	29177 	29844 	30712 	31320 	30679 	31799 	32699 	34465 	35722 
A,MED_EI,EUR,ED5-8,F,Y_GE18,FR	: 	20388 	21075 	21412 	21071 	24292 	25158 	25444 	25680 b	26240 	26489 	26233 	26951 	27106 	27279 	27136 	27451 	28505 b	28573 	29179 b	30817 	31967 	33477 
A,MED_EI,EUR,ED5-8,F,Y_GE18,HR	: 	: 	: 	: 	: 	: 	: 	8810 	8574 	8284 	7931 	7920 	8481 	8555 	8934 	9376 	10078 	10631 	11104 	11805 	13078 b	15711 b	19129 
A,MED_EI,EUR,ED5-8,F,Y_GE18,HU	: 	: 	4967 	5704 	5555 	6026 	6580 	5892 	6442 	6324 	6223 	6351 	6492 	6791 	7021 	6966 	7100 b	7786 	8114 	8718 	8480 	10102 	11076 
A,MED_EI,EUR,ED5-8,F,Y_GE18,IE	23820 	26372 	27418 	28530 	32472 	32964 	31398 	28092 	27619 	26346 	26628 	26551 	28448 	29554 	30064 	29668 	31311 b	32835 b	35142 	35509 	37004 	39535 	41930 
A,MED_EI,EUR,ED5-8,F,Y_GE18,IS	: 	27015 	28775 	34662 	34147 	38324 	26386 	21197 	21558 	22487 	23783 	25005 	27252 	31940 	35978 	43641 	40815 	38858 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,IT	: 	20518 	21890 	22255 	22725 	22809 	22929 	23298 	22356 	22762 	21966 	21714 	21906 	22709 	22776 	23232 	23321 	24499 	24680 	24635 	26895 	28007 	29377 
A,MED_EI,EUR,ED5-8,F,Y_GE18,LT	: 	: 	3405 	3884 	4880 	5753 	7047 	5719 	5446 	6298 	6590 	7071 	7633 	8124 	8368 	9237 	10214 	11277 	12217 	12802 	14221 	15953 p	17707 p
A,MED_EI,EUR,ED5-8,F,Y_GE18,LU	39159 	38957 	40526 	41997 	43287 	43307 	45594 	47285 	46931 	47246 	48481 	48553 	48065 	42234 b	45006 	43425 	44559 	48672 b	51908 b	54407 b	59981 	62292 	62947 b
A,MED_EI,EUR,ED5-8,F,Y_GE18,LV	: 	: 	3073 	3834 	4756 	6936 	7907 	6758 	6166 	6384 	6744 	7469 	8013 	8638 	9197 	9909 	11026 	11368 	12081 	12859 	14246 	15971 	17247 
A,MED_EI,EUR,ED5-8,F,Y_GE18,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5348 	5133 	5126 	5171 	5558 	5588 	5674 	5801 	5854 	6433 	7754 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	3430 	3522 	3211 	3419 	3554 	3743 	3889 	4129 	4412 	4653 b	4880 	5687 	6817 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,MT	: 	: 	14568 	14925 	14637 	16209 	16798 	16640 	17565 	17827 	18342 	18932 	20105 	20306 	21732 	21574 	22944 	24597 	25362 	27403 	26706 	28100 	29675 
A,MED_EI,EUR,ED5-8,F,Y_GE18,NL	: 	: 	21677 	22445 	23044 	24674 	25847 	25603 	26116 	25484 	25958 	26330 	26695 	28152 b	29187 	29313 	29757 	31016 	32301 	33620 	34123 	37592 	40585 
A,MED_EI,EUR,ED5-8,F,Y_GE18,NO	31779 	30813 	30182 	33224 	33962 	37659 	39619 	37754 	41848 	44807 	48899 	48793 	47004 	45142 	43986 	44988 	44630 	45277 	40087 b	43497 	46072 b	43874 	46108 
A,MED_EI,EUR,ED5-8,F,Y_GE18,PL	: 	: 	4197 	5160 	5703 	6427 	7849 	6616 	7361 	7412 	7327 	7633 	7640 	8080 	8090 	8557 	9352 	10168 	10453 	11251 	12295 	14466 	17285 
A,MED_EI,EUR,ED5-8,F,Y_GE18,PT	: 	16103 	18375 	17392 	17956 	17183 	16824 	16494 	16694 	14946 	14960 	14442 	14002 	14824 	14520 	14600 	15311 	15807 	16350 	15860 	17412 	18191 	20768 
A,MED_EI,EUR,ED5-8,F,Y_GE18,RO	: 	: 	: 	: 	3598 	4367 	4377 	4138 	3822 	3973 	3881 	4074 	4171 	4403 	4838 	6415 	7246 	7829 	8824 	9367 	10683 	12008 	12883 
A,MED_EI,EUR,ED5-8,F,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4172 	4004 	3894 	3777 	3827 	3956 	4819 	5148 	5644 	5941 	6703 	8139 	10513 
A,MED_EI,EUR,ED5-8,F,Y_GE18,SE	: 	20442 	20347 	20977 	21955 	23871 b	23878 	21727 	24477 	27269 	29586 	30487 	29802 	29187 	29501 	30006 	29150 	28981 	29939 	31473 	31794 	31567 	33105 
A,MED_EI,EUR,ED5-8,F,Y_GE18,SI	: 	: 	13463 	14019 	14156 	15143 	16147 	16106 	16078 	16254 	15398 	15413 	15409 	15387 	15867 	16338 	17349 	17828 	18370 	19799 	21235 	23601 	25085 
A,MED_EI,EUR,ED5-8,F,Y_GE18,SK	: 	: 	3584 	4207 	4926 	6045 	7173 	7882 	7969 	8776 	8376 	8292 	8267 	8160 	8300 	8876 	9605 	10194 	9847 	10139 	10434 	11633 	15629 
A,MED_EI,EUR,ED5-8,F,Y_GE18,TR	: 	: 	: 	7386 	7827 	8207 	8694 	7852 	9372 	8709 	8789 	8929 	8110 	8617 	8331 	7076 	5861 	5885 	5226 	5170 	5375 	7517 	11020 
A,MED_EI,EUR,ED5-8,F,Y_GE18,UK	: 	: 	24322 	27523 	29106 	25233 	22127 	22877 	23023 	25851 b	25319 	27726 	28103 	27918 	25960 b	26635 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE18,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3417 	: 	: 	: 	: 	: 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2643 	2719 	3577 	3666 	3819 	3956 	4411 	: 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE65,AT	26876 	26165 u	23800 	22946 	26520 	20925 b	23508 	27905 	29818 	34227 	29868 	27894 	29372 	28718 	32065 	29939 	31339 	32591 	36377 	35934 	36648 	39813 	43093 
A,MED_EI,EUR,ED5-8,F,Y_GE65,BE	16417 	16800 	18011 	19201 	19710 	20507 	20575 	22714 	21756 	20990 	23225 	23633 	24467 	24524 	24903 	25820 	25879 b	25871 	26282 	27782 	27549 	29227 	31090 
A,MED_EI,EUR,ED5-8,F,Y_GE65,BG	: 	: 	: 	1303 	1414 	2140 	2470 	3203 	3116 	2647 	3030 	3508 	2978 	3100 b	3262 	3610 	3909 	4279 	4990 	4937 	6350 	7594 	8880 
A,MED_EI,EUR,ED5-8,F,Y_GE65,CH	: 	: 	: 	: 	28205 	26776 	28237 	30144 	36735 	37654 	41419 	37572 b	39384 	46538 	42150 	44469 	40149 	42635 	43900 	43550 	45358 	45130 	: 
A,MED_EI,EUR,ED5-8,F,Y_GE65,CY	: 	: 	21566 u	22294 u	20112 u	22673 bu	18311 u	25365 	24972 	29484 	26830 	21664 	22391 	25194 	27584 	26921 	28810 	29089 	27802 	26780 	27915 	29252 	30359 
A,MED_EI,EUR,ED5-8,F,Y_GE65,CZ	: 	: 	4033 u	4678 	5159 	5459 	7030 	6964 	7334 	7928 	8176 	7327 	6754 	7057 	7522 	8050 	8737 	9885 	9849 	10648 	12487 	15126 	14944 
A,MED_EI,EUR,ED5-8,F,Y_GE65,DE	: 	: 	17637 	17131 	16906 	17420 	18028 	18373 	18900 	19251 	19892 	19709 	20795 	21063 	21624 	22546 	23031 	28599 b	27985 	28090 	28716 	30099 	31631 
A,MED_EI,EUR,ED5-8,F,Y_GE65,DK	19805 	20216 	23407 	23298 	24468 	26596 	28161 	27671 	28760 b	27414 	28511 	28131 	29119 	28775 	29875 	30145 	31130 	30567 	31035 	31091 	31956 	32028 	33286 
